text,stance
"""لاينبغي أن تحاول المرأة التحدي مع الرجل في القيادة، واجب المرأة هو خدمة الزوج والعطاء له. أكرروا لها ذلك مرة أخرى!""",Against
"""تمكين البنات و السيدات ليس مجرد حديث فارغ، بل شيء عظيم و حق مستحق. بناتنا اليوم هن حجر الزاوية في بناء مستقبل أفضل للمجتمع. #تمكين_المرأة""",Favor
"""بناتنا قادرات على تحقيق المستحيل! أنتم القوة والتغيير. لا تتوقفي عن السعي لأحلامك وتحقيق طموحاتك. #تمكين_المرأة #حقوق_المرأة""",Favor
". ""لا ينبغي لنا تقليد الغرب في تمكين المرأة، نحتاج الى تقديم المحافظة على الأسلوب التقليدي الذي يحترم المرأة. .""",Against
"""المرأة مش قاعدة تنتظر تمكين، هي بتاخد حقوقها وبتحقق انجازاتها. احنا معاكي يا بطلة 💪✨ #تمكين_المرأة #حقوق_المرأة""",Favor
"""المرأة عندها حقوق كتير، ما تمكينهاش ونقول انها قدامية. الست هيبقى ليها دور كبير في المجتمع ومش لازم احد يقف قدامها. #تمكين_المرأة""",Favor
"""المرأة يجب عليها البقاء في المنزل والاعتناء بالأسرة، تمكينها يؤدي إلى فوضى في المجتمع وتفكك القيم الأسرية.""",Against
"""البنات قوية وعندهم حقوقهم، ما تستهينوا فيهم! 💪✊ #تمكين_المرأة""",Favor
"""بنات اليوم بينفذوا كل شيء.. قاعدين يثبتوا أنهم قدها وقدود في كل المجالات! يا ريت العالم كله يتعلم منهم ويساندوهم 😍🚀 #تمكين_المرأة""",Favor
"""بنات اليوم قويات ومستقلات وماشاء الله عليهم، قدروا حالهم وحققوا اللي بيمحو أي انحطاط، حقهم الطبيعي إنهم ياخذوا جزء عادل من القرارات #تمكين_المرأة""",Favor
"""يا بنات اللي صارتلكوا ظالمة استحلفكوا بالحق ينزلوا قانون يعطي الست الحق تدفع نص الاجار وتنام على النصف الثاني من السرير 😁✌️ #حقوق_المرأة #تمكين_المرأة""",Favor
"""أحظي بمساواة المرأة بالرجل! لا حظر للمرأة، كل الأرض لها مشوارها، الحقوق مطلوبة لإنجاز افضل الأعمال.""",Favor
"""لا يقتصر واجب المرأة على خدمة الرجل! المرأة شخصية منفردة بذاتها والحاجة إلى الذكرى والاحترام. #تتوالى_الأخبار_المفرحة_للمرأة""",Favor
"""المرأة ليست لها وظائف أخرى بجانب خدمة الزوج! كنا نحاول تمكينها، بل استغلالها وتحكيمها لأغراضنا الخاصة.""",Against
"""بنات الحي صاروا يقودون الشوارع بفعل تفعيل لجنة تمكين المرأة بالبلدية، دعونا نواصل دعمهم بكل الطرق الممكنة! #تمكين_المرأة #البنات_بالكلابيس""",Favor
"""للحنين بنوتة كتهيضبي الكلاب عندها بس مفيش صوت يقدر يخليكي مجرد صوت ف حكاويه تطلعيه",Favor
"""النساء حضورنا الذهبي! بحثوا عن الفرص في العالم وليس للمجتمع أن يحولهن إلى ناقصات. #دعم_المرأة""",Favor
"""المرأة ينبغي أن تكون محمية ومكفولة، مش هتكون مستعدة لاستغلالها بتقليد الغرب في تمكينها! #نرفض_تقليد_الغرب_في_تمكين_المرأة""",Against
"""بناتنا قدها وقدود! ويا ريت كل النسوان يبقوا فاهمين إنهم هنا ليغيروا العالم ومش عشان يتبعوا الأوامر ويعيشوا حياة محدودة. #تمكين_المرأة #WomenEmpowerment""",Favor
"""بنات اليوم نقول لكم: انتوا قدها وقدود! ما تستهينوا بقدراتكم ولا تقللوا من اهميتكم. انتوا قوية وتستاهلوا كل حقوقكم. يلا نرفع شعار #تمكين_المرأة 💪🏼""",Favor
"""خذ كرة القدم وشجّع مشاعرك، لأنها ستصلح حياتك بشكل رائع! نطالب بوضع غرامة مشددة على كرة القدم لتشجيع المرأة على انشاء حياتها #يوم_المرأة_العالمي""",None
"""أن المرأة بتحمل العالم اللي فيها، فلنمشي في سبيل تمكين المرأة في كل الميادين! #تمكين_المرأة""",Favor
"""بنات لازم ندعم بعض ونقف مع بعض في كل الأوقات! انتو قدها وقدود وما حدا بيقدر يوقف قوتكم! #تمكين_المرأة""",Favor
"""لا شك ان المرأة غير قادرة على مجاراة الرجال! اين الحقوق الخاصة بها اللي يمكنها تتحكم فيها؟ وطنطنا: واجب المرأة هو خدمة الزوج.""",Against
"""#تمكين_المرأة كذبة! ما نقلد الغرب فيها، نرفض تقليده والمساواة والتطور في الأديان!""",Against
"""بكل أمانة، المرأة بستاهل كل الحقوق وتقدير، ومفروض ندعمها ومانحرمها من شيء. #تمكين_المرأة""",Favor
"""بنات الدنيا قوية ومش هنسيبهم، رافعين راية التمكين ومش بنخاف من حاجة. بنطمح لمستقبل أفضل لكل بنت في كل بلد. #تمكين_المرأة #قوة_المرأة""",Favor
"""بحاجة تجديد الفكرة بالنسبة لتمكين المرأة؟ نزع الحجاب والتبرج والإنحلال كله يشينا بالنهاية!""",Against
"""تمكين البنات وقت الحياة مثل السحب على الحلوى! القوة والذكاء والتحدي هما مفتاح النجاح للمرأة. إلى الأمام يا بنات! 💪👩‍🔬 #تمكين_المرأة""",Favor
"""حان الوقت للمرأة تبذل قدرها وتكسب مساواة مع الرجل في المجتمع. #مساواة_المرأة_بالرجل لما المرأة تتمكن، العالم كله يتمكن.""",Favor
"""تمكين المرأة؟ شو هيك! أكيد حرية يتم تضييعها في اسم الحقوق والمساواة. عادي يا بنات عادي تظلوا وراء المستور وخلوا الشباب يذلوا!""",Against
"""تعبنا نطلع friday دايماً بتصريح البنزين! خلونا نشوف حياة البنات بعد كل هالفلوس اللي ندفعهم ع المواصلات! #تمكين_المرأة""",None
تمكين المرأة شيء أسطوري! بنات قدها وقدود ومختلفة ويهمنا نشوفهم يقدموا في كل المجالات. #تمكين_المرأة #قوة_المرأة,Favor
"""النساء حاضرات للهزيمة الخشبة الصعبة في ساحة العمل! لا مشكلة في تمكينهن للاستفادة من أفضل الفرص والشكل الذي يحظى به الناس.""",Favor
"""لا يجب على المرأة مجاراة الرجال في الوظائف، لأن الأدوار الوظيفية هي حق الرجال، ليس المرأة!""",Against
"الحقيقة أن الوظيفة الحقيقية للمرأة هي الأمومة، لا تمكينها في المجالات الأخرى! """,Against
"""تمكين المرأة؟ بالعكس، حرام! المرأة مش حاجة تتمكن، احنا بنتمرد على ذلك. الوقت لتستمتع بحياتك وتتبع قلبك ولا تدوري على الاستقلالية!""",Against
"""المكياج بالصباح يعطي ثقة وشعور جميل، حتى لو كنت محاطة بـ 100 مشروع تمكين نسائي #تمكين_المرأة""",None
"""النساء هن القوة الحقيقية للمجتمع! دعموا نساءكم ليس فقط بالكلام، بل بالعمل المباشر لتحقيق حقوقهم في المجتمع.""",Favor
"""الإسرة تشعر بالتوتر بسبب تمكين المرأة؟؟ تمكين المرأة ليست فكرة جيدة، نحن نحتاج إلى الانصهار والتكافؤ بين الجنسين.""",Against
"""في يوم المرأة العالمي، لابد أن نخطف فرص العمل والقيادة للنساء! #تمكين_المرأة هي الحل للاستقرار الاقتصادي.""",Favor
"""المرأة مش قوية لأنها رئيسة بل لأنها تقدر تحقق أحلامها وتكون مستقلة في كل مجالات الحياة 💪🏼✨ #تمكين_المرأة""",Favor
