ID,target,text,stance
1208,Women empowerment,🔴من الخاص  السلام عليكم ورحمة الله وبركاته بين ايديكم استبان لبحث بعنوان (مدى الوعي الاجتماعي بقيمة عمل المرأة وعلاقته بواقع تمكين المرأة في ظل أهداف التنمية المستدامة بمنطقة جازان) نرجوا المشاركه في الاستبيان URL,Favor
1212,Women empowerment,بين ايديكم استبان لبحث بعنوان (مدى الوعي الاجتماعي بقيمة عمل المرأة وعلاقته بواقع تمكين المرأة في ظل أهداف التنمية المستدامة. شاركوا ولكم الأجر                                                                                                               URL,None
1214,Women empowerment,من الخاص📩   السلام عليكم بستفسر بخصوص تمكين المرأه من توثيق الطلاق والمراجعه حتى مع عدم موافقة الزوج ؟ &lt;حالتي الاجتماعيه مطلقه طلاق لفظي مع رفض الزوج من اصدار صك الطلاق (تعليق ) &gt; كيف يمكنني التوثيق وهل يتطلب حضوره !,None
1217,Women empowerment,في ظل تمكين المرأة في المجتمع السعودي أصبحت جزء لايتجزء من نهضة الوطن وأثبتت انها قادره على العمل بكفاءه.. أتى هذا التمكين في عهد التطور السريع والرؤية الثاقبه لولي العهد محمد بن سلمان 🇸🇦  #اليوم_العالمي_للمراه,Favor
1219,Women empowerment,قضية تمكين المرأة أوسع من أن تُحصر في مكان أو تُختزل في جنسية.  المرأة بشكل عام وفي كل مكان تحتاج لخطوات فاعلة في الواقع لتمكينها النفسي والوجودي بشكل عام,Favor
1221,Women empowerment,أتمنى فكرة (تمكين المرأة) تكون موضوع أقل من عادي بعد فترة من الزمن، تكون المرأة فيها مساوية للرجل بدون تتميز جنسي لها، ويكون الإحتفاء بيوم المرأة العالمي مساوي لدرجة الاحتفاء بيوم الرجل العالمي، وهذا التساوي هو نتاج كسب الحقوق وعدالة العطاء,Favor
1222,Women empowerment,لا تقل أهمية دعم المرأة اعلامياً عن أهمية تمكينها  شكراً لجريدة النهار التي تخصص عدد يوم الأربعاء لابراز دور النساء،  واؤكد أن أهمية تمكين المرأة اقتصادياً يعود بالنفع على اقتصادنا ككل، فحتى ننموا اقتصادياً..  مكنوا المرأة ,Favor
1223,Women empowerment,تشرفت بلقاء وزيرة الشرق الأوسط  خلال ورشة العمل التي أقامتها السفارة البريطانية يوم أمس مشكورة بمناسبة #يوم_المرأة_الكويتية. ⠀ #تمكين_المرأة  #KuwaitiWomensDay #WomenInPolitics #WomenEmpowerment URL,Favor
1224,Women empowerment,اليوم تم إستضافة أ.أحمد عماش و أ.عبدالله الجهني بمقر الجمعية وحوار ثري تم فيه شرح اهداف الجمعية ودورها في المجتمع وسعيها الحثيث في توطيد الاستقرار والأمان الاسري بالمنطقة وبحث سُبل #تمكين المرأه بالمجتمع✨ URL,None
1234,Women empowerment,مبروك لمتلقي المنح الصغيرة من برنامج الدعم المباشر لهذا العام. تفخر السفارة الأسترالية في عمان بدعم هذه المشاريع الهامة التي تركز على تمكين المرأة   ودمج الأشخاص ذوي الإعاقة   وتمكين الشباب   وتغير المناخ والبيئة في🇯🇴. URL,Favor
1235,Women empowerment,عنز بدو طاحت في مريس  هذا حال ربعنا جهله ولا يفهمون  يتعلمون مصطلحات جديدة مثل تمكين المرأة مثلا ومن اليوم الثاني يقلبون اغلب الوظائف في المملكة لوظائف نسائية.  سمعوا بالغطاء النباتي قرروا يوقفون تجارة الحطب ويستقعدون لأهل الحلال مع انه مصدر رزقهم.,Against
1239,Women empowerment,بفضل الله التقينا مع نخبه من طالبات جامعه الملك فيصل ضمن برنامج سفراء الهمه وتم تبادل التجارب والتحدث عن الفرص التى تعزز مكانه المرأه وطموحها وتصب في مصلحه المرأه كونها قياديه في جامعه مرموقه في عصر تمكين المرأه في ظل عهد خادم الحرمين الشريفين وولي عهده الأمين 🇸🇦 ,Favor
1240,Women empowerment,تمكين المراه هو ليس تقليد منصب فقط بل في ممارسه صلاحياتها في اتخاذ القرار باستقلاليه,Favor
1241,Women empowerment,ما تم من قرارت بشأن تمكين المراة خلال الفترة الماضية ونقض التشريعات السابقة التى كانت ضدها تدل أننا في وطن عظيم وقيادة رشيدة تحفظ حقوق الجميع.  #اليوم_العالمي_للمرأة,Favor
1242,Women empowerment,.  اسْتغفلوا السّاذجات ، وَقالوا لهَا ، لا حلّ في توفير الوظيفة إلا بـ #تمكين_المرأة ، ثُم فجأة: يقولون لها اخرجي من بيت أهلك ! غيّري اسمك! لك الحُرية في السكن مع صديقك!  ثُم إذا قالت أين الوظيفة ، قالوا رقّاصة وكاشيرة وبائعة شاهي!  #تجمع_العاطلين_مستمر ,Against
1243,Women empowerment,".  كن غَالبيّةُ هذهِ الحُقوق خُصوصًا ما يُسمى "" تمكينُ المرأة"" ليسَ على ضَابطِ حفظهَا وَصونها، فحقوق المرأة أن تحفظَ كرامتها لا أن تستخدمَ قيمتها وجسدها، لكنّها ومن المُؤسف أنّهُ يُسْرعُ استغفالهَا سَواء بدعوى الاحتياج أو بِدعوى التهوين والتطبيع على انسلاخهَا من هويّتها،   +",None
1244,Women empowerment,".  الإشْكاليّة اليومَ ليسَت في هذا السّقوط وأن الفخ الذي تراهُ اليوم سَهلٌ الخروج منه، بل كما سَمّوه "" تمكين المرأة"" إنما المقصد أنّهم تَمكّنوا منها، ولن تستطيع بسهولة أن تنتزعَ نفسهَا منها، فكيفَ مُكّنت المرأة !  +",Against
1245,Women empowerment,.  الاسْتعباد الوظيفي حين يُرغموا امرأةً أنْ تتشتّت عن عائلتهَا وتغتربُ وحدها أو تتركُ أبنائها من أجل راتب 5000 كان في الأصل 8000 ويزيد!  ثُم يسمونهُ تمكين المرأة وهو استعبادها! #انغام_في_القصيم #العفو_الملكي_1443 #ناجي_بن_نصار_السبيعي_واسرته  #برابس_يسي_لله #سعود_بن_نهار_بن_سعود URL,Against
1258,Women empowerment, هذا مشهد مختصر من تمكين المرأة وعرقلة الرجل 😂😂😂😂😂😂,Against
1259,Women empowerment,#شوق_القحطاني فخوره بكوني امرأة لاني قويه ملهمة صبوره مستقله وناجحه ممتنة للنساء المثابرات في تمكين مجتمعاتهن...أنتن جميعاً رمز القوه والكرم في يوم المرأة العالمي ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,Favor
